GENE,Num Expt,Total,Max SC,Ave SC,Frequency
ESD,10,343,7,3.6,2.9
ETFB,10,343,8,2.6,2.9
EXOSC1,10,343,3,1.4,2.9
FAM50B,10,343,1,1.0,2.9
FDPS,10,343,11,2.8,2.9
GADD45GIP1,10,343,5,1.7,2.9
GALK1,10,343,8,3.2,2.9
GLOD4,10,343,4,1.9,2.9
GLS,10,343,2,1.5,2.9
GOT1,10,343,9,3.3,2.9
GPKOW,10,343,5,2.4,2.9
GPS1,10,343,3,1.3,2.9
GSR,10,343,5,2.2,2.9
GTF3C1,10,343,13,2.6,2.9
HMGCS1,10,343,5,2.2,2.9
IGBP1,10,343,2,1.3,2.9
IQGAP3,10,343,5,1.4,2.9
KDELR1,10,343,2,1.1,2.9
KTN1,10,343,5,1.4,2.9
LAP3,10,343,6,2.1,2.9
LEPRE1,10,343,4,1.4,2.9
LGALS12,10,343,5,1.9,2.9
LRRFIP2,10,343,4,1.7,2.9
LSM6,10,343,5,2.4,2.9
MAK16,10,343,6,2.2,2.9
MAP7,10,343,8,2.7,2.9
MAPK1,10,343,2,1.3,2.9
MLL,10,343,3,1.4,2.9
MRC2,10,343,2,1.1,2.9
MRPL22,10,343,5,1.5,2.9
MRPL38,10,343,5,1.9,2.9
MRPL41,10,343,2,1.4,2.9
MRPS17,10,343,2,1.3,2.9
MRPS26,10,343,2,1.2,2.9
MRPS35,10,343,3,1.6,2.9
MUCL1,10,343,1,1.0,2.9
MYH4,10,343,24,3.6,2.9
NDUFS3,10,343,9,2.7,2.9
NEDD8,10,343,3,1.4,2.9
NEXN,10,343,10,2.4,2.9
NGDN,10,343,3,1.5,2.9
NKTR,10,343,16,9.3,2.9
NOL7,10,343,2,1.1,2.9
NOMO1,10,343,12,2.1,2.9
NPLOC4,10,343,5,1.6,2.9
NR3C1,10,343,13,4.3,2.9
NRAS,10,343,3,1.4,2.9
NUP188,10,343,9,3.1,2.9
NUP43,10,343,7,2.9,2.9
NUP54,10,343,7,2.7,2.9
NUP62,10,343,6,1.5,2.9
OSBPL8,10,343,11,3.4,2.9
OTUB1,10,343,4,2.3,2.9
P4HA1,10,343,5,2.0,2.9
PALM2-AKAP2,10,343,37,6.0,2.9
PARP4,10,343,4,1.6,2.9
PCBD1,10,343,4,1.6,2.9
PCM1,10,343,64,13.0,2.9
PDE4D,10,343,24,5.9,2.9
PDE4DIP,10,343,3,1.5,2.9
PIK3C2A,10,343,3,1.5,2.9
PKN3,10,343,7,1.9,2.9
PNPT1,10,343,6,1.9,2.9
POLD1,10,343,16,3.8,2.9
POLR1B,10,343,17,7.7,2.9
PPP2R2C,10,343,2,1.2,2.9
PRDX5,10,343,3,1.5,2.9
PSMD10,10,343,2,1.3,2.9
PTMS,10,343,2,1.2,2.9
PURB,10,343,5,1.8,2.9
QKI,10,343,16,3.7,2.9
RAB2A,10,343,4,1.9,2.9
RAD21,10,343,13,3.1,2.9
RALB,10,343,5,1.9,2.9
RBM19,10,343,7,2.6,2.9
RECQL,10,343,11,2.3,2.9
REXO4,10,343,5,2.7,2.9
RPF1,10,343,5,1.9,2.9
RRAS2,10,343,4,1.9,2.9
RSBN1L,10,343,9,3.6,2.9
SEPT8,10,343,3,1.3,2.9
SGTA,10,343,2,1.2,2.9
SLC2A1,10,343,20,3.9,2.9
SMAP2,10,343,5,2.2,2.9
SNAPC4,10,343,3,1.3,2.9
SULT1A1,10,343,5,2.1,2.9
SULT1A2,10,343,5,2.1,2.9
SURF6,10,343,24,4.2,2.9
TAF1,10,343,39,16.8,2.9
TAF13,10,343,2,1.3,2.9
TAF6,10,343,58,27.6,2.9
TAF7,10,343,19,6.8,2.9
TAF9B,10,343,22,8.5,2.9
TBL2,10,343,7,3.0,2.9
TCEA1,10,343,3,1.4,2.9
TCF20,10,343,4,1.9,2.9
TMCO1,10,343,2,1.1,2.9
TMEM109,10,343,1,1.0,2.9
TOX4,10,343,37,12.2,2.9
TRIP6,10,343,2,1.2,2.9
TTC37,10,343,12,3.6,2.9
UBE2V2,10,343,6,2.3,2.9
UBL5,10,343,3,1.7,2.9
UGGT1,10,343,24,4.4,2.9
UTP3,10,343,7,2.2,2.9
WIBG,10,343,4,1.7,2.9
ZNF207,10,343,2,1.1,2.9
ZNF574,10,343,6,3.0,2.9
ACADM,9,343,4,1.9,2.6
ADAMTSL2,9,343,6,1.7,2.6
ADD2,9,343,8,2.0,2.6
AIP,9,343,2,1.2,2.6
AMOT,9,343,28,9.4,2.6
ANKRD17,9,343,8,2.9,2.6
APOBEC3B,9,343,18,5.4,2.6
ARHGEF2,9,343,2,1.4,2.6
ARID2,9,343,3,1.7,2.6
ATP13A1,9,343,6,2.1,2.6
ATP6V1B1,9,343,3,1.3,2.6
C20orf4,9,343,5,2.6,2.6
CAPNS2,9,343,5,1.4,2.6
CCNT1,9,343,3,1.3,2.6
CDC42BPA,9,343,10,3.3,2.6
CDCA8,9,343,22,9.4,2.6
CDKN2A,9,343,6,2.3,2.6
CENPB,9,343,7,3.8,2.6
CLK1,9,343,5,2.3,2.6
COX6B1,9,343,2,1.3,2.6
CPS1,9,343,35,5.7,2.6
CTR9,9,343,22,7.1,2.6
CTSZ,9,343,3,1.6,2.6
DBNL,9,343,5,2.0,2.6
DDT,9,343,4,2.0,2.6
DDX28,9,343,4,2.3,2.6
DENR,9,343,3,1.4,2.6
DHFR,9,343,2,1.3,2.6
DHX33,9,343,4,2.0,2.6
DNAH12,9,343,2,1.1,2.6
ECI1,9,343,3,2.0,2.6
EFHD2,9,343,9,2.4,2.6
EIF2A,9,343,5,2.4,2.6
EIF5,9,343,4,1.3,2.6
FH,9,343,11,3.1,2.6
FKBP8,9,343,3,1.7,2.6
FRYL,9,343,37,8.8,2.6
GATAD2A,9,343,7,2.7,2.6
GFPT1,9,343,16,4.0,2.6
GOLGB1,9,343,7,1.9,2.6
GTF3C5,9,343,6,2.6,2.6
HCFC2,9,343,2,1.1,2.6
HCK,9,343,4,1.7,2.6
HIBADH,9,343,3,1.3,2.6
HMGA2,9,343,6,1.9,2.6
HMGN4,9,343,3,1.4,2.6
HOOK3,9,343,22,8.9,2.6
HRAS,9,343,3,1.3,2.6
IFI16,9,343,3,1.8,2.6
IMP3,9,343,3,1.4,2.6
IMPA1,9,343,2,1.3,2.6
KRAS,9,343,6,1.7,2.6
LASP1,9,343,10,3.8,2.6
LIPT2,9,343,1,1.0,2.6
LRP1,9,343,303,62.7,2.6
LUZP1,9,343,17,4.4,2.6
MAGEB2,9,343,3,1.7,2.6
MIOS,9,343,12,5.8,2.6
MLF2,9,343,1,1.0,2.6
MRPL4,9,343,3,1.7,2.6
MRPS18B,9,343,5,2.0,2.6
MRPS28,9,343,2,1.3,2.6
MRPS5,9,343,4,2.2,2.6
MTAP,9,343,4,1.6,2.6
MTHFD2,9,343,2,1.7,2.6
MUC19,9,343,2,1.1,2.6
MYH3,9,343,21,3.2,2.6
MYH7B,9,343,5,1.4,2.6
MYO9B,9,343,2,1.4,2.6
NDUFB10,9,343,2,1.2,2.6
NDUFS2,9,343,7,2.1,2.6
NOL10,9,343,10,2.7,2.6
NOMO2,9,343,12,2.2,2.6
NOMO3,9,343,12,2.2,2.6
NSFL1C,9,343,4,1.6,2.6
NUDT1,9,343,5,1.6,2.6
NUP210,9,343,24,7.7,2.6
NUP88,9,343,7,2.9,2.6
OXSR1,9,343,1,1.0,2.6
PAFAH1B2,9,343,2,1.2,2.6
PARP2,9,343,6,3.4,2.6
PBK,9,343,3,1.6,2.6
PFDN6,9,343,2,1.1,2.6
PGLS,9,343,3,2.3,2.6
PICALM,9,343,33,5.7,2.6
PMPCB,9,343,3,1.8,2.6
PNO1,9,343,3,1.4,2.6
POGZ,9,343,10,3.9,2.6
POLR2L,9,343,7,2.7,2.6
PON1,9,343,3,1.4,2.6
PRR4,9,343,2,1.3,2.6
PRSS35,9,343,1,1.0,2.6
PYGM,9,343,6,3.0,2.6
RBMS1,9,343,3,1.6,2.6
RNPEP,9,343,11,2.8,2.6
RPL22L1,9,343,4,2.0,2.6
RPRD1A,9,343,6,3.2,2.6
RRM1,9,343,16,4.2,2.6
RSBN1,9,343,9,3.0,2.6
RSL24D1,9,343,4,2.0,2.6
SBDS,9,343,5,1.8,2.6
SIN3A,9,343,9,2.3,2.6
SLK,9,343,3,1.6,2.6
SMTN,9,343,8,4.3,2.6
SPECC1,9,343,4,2.2,2.6
SPEN,9,343,5,1.9,2.6
SPRR2F,9,343,5,2.2,2.6
SRPR,9,343,7,2.6,2.6
STT3A,9,343,7,2.2,2.6
SULT1A3,9,343,2,1.1,2.6
SULT1A4,9,343,2,1.1,2.6
SUN1,9,343,20,3.8,2.6
SURF4,9,343,7,2.1,2.6
SYNE1,9,343,2,1.2,2.6
SZT2,9,343,1,1.0,2.6
TAF8,9,343,9,5.1,2.6
TARS2,9,343,2,1.1,2.6
TBC1D5,9,343,33,17.9,2.6
TDRD3,9,343,13,5.6,2.6
TET2,9,343,13,6.9,2.6
TNPO3,9,343,4,2.1,2.6
TOX3,9,343,22,5.6,2.6
TRPC5,9,343,1,1.0,2.6
TSN,9,343,4,1.7,2.6
UBAP2,9,343,20,5.1,2.6
UBE2O,9,343,7,2.0,2.6
UBE2S,9,343,3,1.3,2.6
UPF3B,9,343,2,1.3,2.6
UTP20,9,343,15,5.1,2.6
WDR43,9,343,14,4.1,2.6
WDR6,9,343,16,4.9,2.6
WDR75,9,343,13,4.6,2.6
ZBTB24,9,343,7,3.4,2.6
ZG16B,9,343,3,1.3,2.6
ZMYM4,9,343,4,1.7,2.6
ZNF287,9,343,3,1.2,2.6
ZNF593,9,343,3,1.6,2.6
ZNF598,9,343,18,3.4,2.6
ZNF828,9,343,5,1.7,2.6
AAAS,8,343,6,2.0,2.3
ABI2,8,343,1,1.0,2.3
ACOT13,8,343,2,1.4,2.3
ACTL6B,8,343,4,1.5,2.3
ADNP,8,343,10,3.1,2.3
AFMID,8,343,1,1.0,2.3
AKR7A2,8,343,3,1.5,2.3
ALDH3A2,8,343,12,3.5,2.3
ANKHD1,8,343,11,3.6,2.3
ANKHD1-EIF4EBP3,8,343,11,3.6,2.3
ANLN,8,343,8,2.4,2.3
APEH,8,343,7,2.5,2.3
ARHGAP9,8,343,7,1.9,2.3
ARPP19,8,343,1,1.0,2.3
ASPH,8,343,4,2.4,2.3
ATP2B1,8,343,5,2.3,2.3
ATP2B4,8,343,5,2.0,2.3
ATP6V0A1,8,343,4,1.5,2.3
AZI1,8,343,25,6.0,2.3
BAG3,8,343,3,1.5,2.3
BLVRB,8,343,10,2.6,2.3
BRWD1,8,343,4,1.9,2.3
BZW2,8,343,5,2.9,2.3
C20orf3,8,343,6,2.1,2.3
C21orf70,8,343,3,1.6,2.3
CAV1,8,343,15,4.9,2.3
CBLL1,8,343,4,1.9,2.3
CBS,8,343,2,1.1,2.3
CCNB1,8,343,3,1.6,2.3
CD59,8,343,7,2.0,2.3
CEP250,8,343,11,3.9,2.3
CEP70,8,343,16,4.8,2.3
CHCHD4,8,343,4,2.9,2.3
CLASP1,8,343,5,2.1,2.3
CLASRP,8,343,2,1.3,2.3
CLK4,8,343,6,2.4,2.3
CLPB,8,343,2,1.1,2.3
CLPP,8,343,3,1.5,2.3
CNBP,8,343,56,19.3,2.3
COL15A1,8,343,3,1.3,2.3
COL1A2,8,343,21,8.5,2.3
COX5B,8,343,2,1.4,2.3
CROCC,8,343,8,3.0,2.3
CSNK1A1L,8,343,2,1.3,2.3
CYC1,8,343,7,2.6,2.3
DAXX,8,343,11,5.8,2.3
DCTN4,8,343,1,1.0,2.3
DDX10,8,343,12,4.4,2.3
DDX55,8,343,4,1.9,2.3
DPYSL5,8,343,3,1.5,2.3
DST,8,343,15,3.5,2.3
DYNC1LI2,8,343,1,1.0,2.3
EBP,8,343,2,1.4,2.3
EIF2C4,8,343,3,1.8,2.3
EIF4E,8,343,3,1.8,2.3
F5,8,343,6,2.1,2.3
FAM50A,8,343,3,1.3,2.3
FARP1,8,343,10,2.8,2.3
GBAS,8,343,5,2.1,2.3
GNA13,8,343,5,1.8,2.3
GPC1,8,343,7,3.4,2.3
GRN,8,343,29,8.3,2.3
GSTM2,8,343,7,2.1,2.3
GTF3C3,8,343,13,3.9,2.3
GYS1,8,343,3,1.5,2.3
HARS2,8,343,3,1.6,2.3
HBS1L,8,343,3,1.4,2.3
HERC5,8,343,1,1.0,2.3
HEXIM1,8,343,2,1.3,2.3
HSD17B12,8,343,7,2.1,2.3
IDE,8,343,10,2.5,2.3
ISOC1,8,343,7,2.8,2.3
KIAA0664,8,343,12,3.6,2.3
KIF18B,8,343,2,1.8,2.3
KIF4A,8,343,16,4.8,2.3
LAMP1,8,343,4,1.8,2.3
LCK,8,343,12,4.4,2.3
LRWD1,8,343,2,1.1,2.3
LSM14B,8,343,5,1.5,2.3
MAGEB1,8,343,3,1.3,2.3
MANF,8,343,2,1.3,2.3
MIA,8,343,2,1.3,2.3
MORF4L2,8,343,3,1.3,2.3
MRPL19,8,343,7,2.9,2.3
MRPL47,8,343,3,1.5,2.3
MRPS14,8,343,2,1.1,2.3
MTA3,8,343,3,1.5,2.3
MTOR,8,343,6,1.6,2.3
MVP,8,343,38,12.5,2.3
MYH13,8,343,17,3.0,2.3
MYH6,8,343,79,10.8,2.3
MYH7,8,343,103,13.8,2.3
NBN,8,343,15,5.3,2.3
NIN,8,343,1,1.0,2.3
NME4,8,343,4,1.6,2.3
NOB1,8,343,2,1.1,2.3
NOS1AP,8,343,4,1.9,2.3
NUP153,8,343,27,7.6,2.3
PCDH15,8,343,5,2.0,2.3
PCF11,8,343,16,5.0,2.3
PCNT,8,343,18,4.8,2.3
PDLIM5,8,343,5,2.1,2.3
PFDN4,8,343,2,1.3,2.3
PHF17,8,343,6,2.6,2.3
PIGR,8,343,5,2.1,2.3
PITRM1,8,343,9,2.4,2.3
PKP4,8,343,25,5.1,2.3
PLAA,8,343,2,1.4,2.3
PLP2,8,343,2,1.1,2.3
POLR2D,8,343,7,3.1,2.3
RAB12,8,343,2,1.4,2.3
RAB4A,8,343,2,1.3,2.3
RAB4B,8,343,2,1.3,2.3
RAD23B,8,343,3,1.6,2.3
RALYL,8,343,2,1.1,2.3
RASGRF2,8,343,1,1.0,2.3
RBM12B,8,343,9,4.8,2.3
RNF20,8,343,3,1.9,2.3
RNMTL1,8,343,2,1.6,2.3
RRP9,8,343,9,2.9,2.3
RTN3,8,343,2,1.1,2.3
S100A4,8,343,10,2.4,2.3
SAMM50,8,343,12,3.6,2.3
SCRIB,8,343,18,4.6,2.3
SEMG1,8,343,2,1.1,2.3
SH3GLB2,8,343,6,2.5,2.3
SHROOM3,8,343,5,1.6,2.3
SKIV2L,8,343,14,4.4,2.3
SLFN11,8,343,8,2.9,2.3
SMARCD2,8,343,1,1.0,2.3
SNX2,8,343,6,2.1,2.3
SPATA5,8,343,4,2.3,2.3
SRBD1,8,343,2,1.1,2.3
SSFA2,8,343,11,5.1,2.3
STAG2,8,343,23,5.1,2.3
SUZ12,8,343,5,2.5,2.3
SYAP1,8,343,4,1.8,2.3
TADA2B,8,343,2,1.3,2.3
TCEB3,8,343,3,1.9,2.3
TELO2,8,343,4,2.0,2.3
TES,8,343,3,1.5,2.3
THBS1,8,343,17,7.0,2.3
TMX1,8,343,2,1.1,2.3
TP53BP1,8,343,10,4.1,2.3
TRAF4,8,343,18,3.6,2.3
TRIM27,8,343,6,2.4,2.3
TRMT112,8,343,2,1.3,2.3
TSPYL1,8,343,3,1.3,2.3
TUBGCP2,8,343,5,2.5,2.3
TXLNA,8,343,9,3.1,2.3
TXNL4A,8,343,2,1.1,2.3
UCHL5,8,343,3,1.3,2.3
UTP14C,8,343,2,1.6,2.3
ZCCHC3,8,343,5,2.1,2.3
ZMYND11,8,343,4,1.4,2.3
ZNF451,8,343,5,2.0,2.3
AFF4,7,343,2,1.9,2.0
AGBL1,7,343,2,1.1,2.0
AGPS,7,343,9,2.9,2.0
ALDH1B1,7,343,3,1.7,2.0
ANXA7,7,343,3,1.6,2.0
AP1M1,7,343,9,2.7,2.0
ARL3,7,343,2,1.1,2.0
ASNA1,7,343,6,2.9,2.0
ATP11C,7,343,1,1.0,2.0
ATP1B3,7,343,4,1.6,2.0
BPTF,7,343,2,1.1,2.0
C14orf21,7,343,7,2.6,2.0
C1orf226,7,343,3,2.0,2.0
C20orf11,7,343,7,2.1,2.0
C6orf108,7,343,5,2.1,2.0
C8G,7,343,4,2.1,2.0
CADPS2,7,343,2,1.3,2.0
CAMK2A,7,343,6,2.3,2.0
CAMK2G,7,343,5,2.6,2.0
CCDC127,7,343,4,1.9,2.0
CCDC59,7,343,2,1.1,2.0
CD2AP,7,343,2,1.3,2.0
CDC42EP1,7,343,1,1.0,2.0
CDCA2,7,343,1,1.0,2.0
CDK5RAP2,7,343,5,2.3,2.0
CDKL1,7,343,2,1.1,2.0
CELF1,7,343,3,1.6,2.0
CEP350,7,343,3,1.6,2.0
CLCC1,7,343,26,7.6,2.0
CMPK1,7,343,3,2.3,2.0
COPS2,7,343,3,1.6,2.0
COPS6,7,343,3,1.4,2.0
CORO1A,7,343,4,2.4,2.0
CRB1,7,343,6,2.3,2.0
CUL3,7,343,6,2.0,2.0
DDTL,7,343,3,1.9,2.0
DMBT1,7,343,3,1.7,2.0
DNM1,7,343,2,1.3,2.0
DOCK8,7,343,4,1.7,2.0
DPP3,7,343,7,2.3,2.0
DROSHA,7,343,10,3.1,2.0
DSC3,7,343,7,3.4,2.0
ECE2,7,343,1,1.0,2.0
EHMT1,7,343,4,1.4,2.0
EIF4ENIF1,7,343,16,4.3,2.0
EPB41,7,343,7,2.6,2.0
EXOSC3,7,343,2,1.1,2.0
FHL3,7,343,10,4.3,2.0
FIGNL1,7,343,1,1.0,2.0
GGT7,7,343,2,1.3,2.0
GPHN,7,343,2,1.1,2.0
GSTM5,7,343,4,1.9,2.0
HAL,7,343,20,4.7,2.0
HLA-B,7,343,3,1.3,2.0
HP,7,343,5,2.3,2.0
IDH3B,7,343,10,2.9,2.0
IWS1,7,343,24,10.1,2.0
KDELR2,7,343,1,1.0,2.0
KHDRBS3,7,343,17,5.9,2.0
KIAA0090,7,343,9,2.3,2.0
KIF14,7,343,25,8.0,2.0
KIF2B,7,343,1,1.0,2.0
KLC4,7,343,2,1.3,2.0
LACTB,7,343,4,1.7,2.0
LMAN1,7,343,2,1.3,2.0
LSM11,7,343,1,1.0,2.0
MAGEA4,7,343,6,3.0,2.0
MAGEC1,7,343,2,1.4,2.0
MAP3K7,7,343,5,1.7,2.0
MB21D1,7,343,8,4.4,2.0
MED19,7,343,4,2.3,2.0
MESDC2,7,343,2,1.3,2.0
MESP2,7,343,4,2.3,2.0
MGST3,7,343,4,1.7,2.0
MIA3,7,343,2,1.1,2.0
MOGS,7,343,6,2.4,2.0
MRPL15,7,343,8,3.1,2.0
MRPL23,7,343,2,1.1,2.0
MRPL37,7,343,7,2.0,2.0
MRPL43,7,343,4,1.9,2.0
MRPL46,7,343,2,1.6,2.0
MRPS23,7,343,2,1.6,2.0
MTF2,7,343,3,1.3,2.0
MTPN,7,343,3,1.3,2.0
NAA16,7,343,5,1.7,2.0
NIPSNAP1,7,343,4,2.3,2.0
NOP14,7,343,5,1.9,2.0
NRD1,7,343,13,2.9,2.0
NSD1,7,343,1,1.0,2.0
NUDT5,7,343,4,1.6,2.0
OASL,7,343,4,2.6,2.0
OBSCN,7,343,2,1.4,2.0
ODZ3,7,343,9,3.3,2.0
OGDHL,7,343,4,1.9,2.0
PAPOLA,7,343,6,2.9,2.0
PARD3,7,343,13,2.9,2.0
PARN,7,343,5,2.1,2.0
PFKFB2,7,343,7,2.1,2.0
PIWIL2,7,343,2,1.1,2.0
PLD3,7,343,4,1.6,2.0
PLK1,7,343,3,2.0,2.0
PLOD3,7,343,4,1.6,2.0
POR,7,343,9,2.3,2.0
PPA2,7,343,3,1.3,2.0
PPAT,7,343,4,1.6,2.0
PPIE,7,343,3,1.4,2.0
PPP1R7,7,343,4,1.9,2.0
PPP5C,7,343,3,1.6,2.0
PRC1,7,343,5,3.1,2.0
PRKAG1,7,343,3,1.9,2.0
PTRH2,7,343,1,1.0,2.0
RAB30,7,343,2,1.3,2.0
RAB37,7,343,2,1.3,2.0
RAB39B,7,343,2,1.3,2.0
RAB3A,7,343,2,1.3,2.0
RAB3B,7,343,7,2.1,2.0
RAB3C,7,343,2,1.3,2.0
RAB3D,7,343,2,1.3,2.0
RAB43,7,343,2,1.4,2.0
RABGGTA,7,343,1,1.0,2.0
RANBP10,7,343,5,2.0,2.0
RANBP9,7,343,4,1.9,2.0
RAP2B,7,343,3,1.9,2.0
RASGRF1,7,343,1,1.0,2.0
RB1,7,343,1,1.0,2.0
RHOG,7,343,2,1.1,2.0
RNF40,7,343,8,2.4,2.0
RNMT,7,343,6,3.1,2.0
ROCK2,7,343,2,1.6,2.0
RPP30,7,343,2,1.1,2.0
RRP7A,7,343,6,2.1,2.0
RUNDC2A,7,343,3,1.3,2.0
S100A14,7,343,5,1.6,2.0
SH3GL1,7,343,2,1.1,2.0
SLC39A7,7,343,1,1.0,2.0
SLC4A1AP,7,343,6,2.7,2.0
SMARCB1,7,343,5,1.9,2.0
SNAP29,7,343,1,1.0,2.0
SNTB2,7,343,6,2.9,2.0
SP1,7,343,2,1.4,2.0
SRI,7,343,3,1.4,2.0
STAT1,7,343,19,3.9,2.0
SUMO1,7,343,3,1.3,2.0
TAF12,7,343,3,1.6,2.0
TBPL2,7,343,2,1.3,2.0
TCEB2,7,343,2,1.1,2.0
TF,7,343,13,4.3,2.0
THOC7,7,343,8,3.7,2.0
THOP1,7,343,8,2.7,2.0
TIMM23,7,343,6,1.7,2.0
TMED2,7,343,2,1.3,2.0
TNIK,7,343,4,1.7,2.0
TNKS1BP1,7,343,22,5.7,2.0
TOMM22,7,343,4,1.9,2.0
TOMM34,7,343,2,1.4,2.0
TOX2,7,343,18,5.7,2.0
TPD52L2,7,343,2,1.1,2.0
TRIM56,7,343,2,1.3,2.0
TROVE2,7,343,4,1.7,2.0
TSPAN10,7,343,2,1.3,2.0
TTLL4,7,343,5,3.3,2.0
TWISTNB,7,343,10,4.6,2.0
UBE2E3,7,343,1,1.0,2.0
UBE2K,7,343,3,1.7,2.0
UBR5,7,343,3,1.3,2.0
UFD1L,7,343,1,1.0,2.0
UMPS,7,343,4,2.0,2.0
UTP6,7,343,13,4.1,2.0
VAMP3,7,343,4,1.9,2.0
VAPB,7,343,9,2.6,2.0
VPS29,7,343,5,1.6,2.0
WDR74,7,343,4,2.0,2.0
WDR76,7,343,2,1.4,2.0
WIZ,7,343,2,1.4,2.0
WRAP53,7,343,8,3.0,2.0
ZDBF2,7,343,14,5.7,2.0
ZMAT2,7,343,3,1.3,2.0
ZMPSTE24,7,343,4,2.0,2.0
ZW10,7,343,4,2.0,2.0
A2ML1,6,343,13,3.5,1.7
ABCC4,6,343,3,1.5,1.7
ABHD10,6,343,3,1.3,1.7
ADH5,6,343,2,1.3,1.7
ALDH16A1,6,343,4,1.5,1.7
ALG13,6,343,5,1.8,1.7
ALMS1,6,343,4,1.7,1.7
ANKRD28,6,343,2,1.3,1.7
APOA1,6,343,2,1.5,1.7
APOBEC3A,6,343,11,4.8,1.7
APOE,6,343,1,1.0,1.7
ARHGEF10,6,343,38,8.7,1.7
ARID3A,6,343,7,3.2,1.7
ARPC5,6,343,2,1.3,1.7
ATAD1,6,343,2,1.2,1.7
ATP11A,6,343,1,1.0,1.7
ATP11B,6,343,1,1.0,1.7
ATP6V1E1,6,343,3,1.7,1.7
ATXN2,6,343,4,1.7,1.7
BAZ2A,6,343,38,11.8,1.7
BIRC5,6,343,6,2.5,1.7
BLVRA,6,343,2,1.7,1.7
BPIFB1,6,343,2,1.5,1.7
BRD7,6,343,4,2.5,1.7
BRPF3,6,343,2,1.5,1.7
C19orf10,6,343,4,1.5,1.7
C19orf47,6,343,2,1.7,1.7
C1S,6,343,1,1.0,1.7
C1orf27,6,343,6,3.0,1.7
C9orf43,6,343,2,1.3,1.7
CAMK2B,6,343,6,2.8,1.7
CASK,6,343,14,4.7,1.7
CCNK,6,343,4,2.5,1.7
CD44,6,343,7,2.3,1.7
CDKN2AIP,6,343,6,2.2,1.7
CENPF,6,343,5,2.3,1.7
CEP55,6,343,2,1.7,1.7
CHAF1B,6,343,3,1.8,1.7
CHD7,6,343,5,1.8,1.7
CHD8,6,343,16,3.5,1.7
CHORDC1,6,343,1,1.0,1.7
CIAPIN1,6,343,3,1.7,1.7
CKMT2,6,343,1,1.0,1.7
CLCF1,6,343,8,3.2,1.7
CLU,6,343,3,2.0,1.7
CNN2,6,343,3,2.0,1.7
CNOT3,6,343,3,1.3,1.7
COPS3,6,343,3,1.7,1.7
COX6C,6,343,6,2.0,1.7
CPA4,6,343,3,1.7,1.7
CPOX,6,343,3,1.5,1.7
CRTAP,6,343,2,1.3,1.7
CSNK1D,6,343,1,1.0,1.7
CSNK1E,6,343,2,1.3,1.7
CTBP2,6,343,4,1.8,1.7
CTCF,6,343,7,2.7,1.7
CTNNA2,6,343,12,4.2,1.7
CTNND2,6,343,3,1.3,1.7
CTPS2,6,343,6,2.7,1.7
CYB5B,6,343,1,1.0,1.7
DAD1,6,343,1,1.0,1.7
DGCR14,6,343,2,1.7,1.7
DHX37,6,343,6,1.8,1.7
DMD,6,343,1,1.0,1.7
DNAJC17,6,343,2,1.2,1.7
DNMT3A,6,343,7,2.5,1.7
DTYMK,6,343,2,1.5,1.7
DUSP11,6,343,8,3.2,1.7
EFHD1,6,343,4,2.5,1.7
ELP3,6,343,3,2.0,1.7
EPS15,6,343,3,1.5,1.7
ESYT2,6,343,2,1.5,1.7
EXOC5,6,343,1,1.0,1.7
EXOC7,6,343,2,1.2,1.7
FAF2,6,343,2,1.2,1.7
FAR1,6,343,4,1.7,1.7
FBN1,6,343,12,3.7,1.7
FGFR1,6,343,1,1.0,1.7
FGFR2,6,343,1,1.0,1.7
FHL2,6,343,40,16.5,1.7
FN1,6,343,164,28.8,1.7
FRY,6,343,4,2.0,1.7
GAPVD1,6,343,7,2.7,1.7
GIPC1,6,343,10,2.5,1.7
GK,6,343,3,1.7,1.7
GLDC,6,343,3,1.8,1.7
GPX1,6,343,1,1.0,1.7
GSTK1,6,343,2,1.2,1.7
HELZ,6,343,11,3.2,1.7
HLA-C,6,343,4,1.7,1.7
HLA-E,6,343,1,1.0,1.7
HMG20A,6,343,2,1.5,1.7
IARS2,6,343,10,5.2,1.7
IBA57,6,343,1,1.0,1.7
ICT1,6,343,2,1.3,1.7
IGF2R,6,343,5,2.5,1.7
IGJ,6,343,3,1.3,1.7
ISG20L2,6,343,1,1.0,1.7
ITPA,6,343,2,1.3,1.7
IVD,6,343,2,1.2,1.7
KATNA1,6,343,4,2.7,1.7
KCTD2,6,343,17,7.0,1.7
KDM3B,6,343,5,1.8,1.7
KHDRBS2,6,343,7,2.3,1.7
KIAA1033,6,343,4,1.5,1.7
KIAA1279,6,343,6,2.7,1.7
KIAA1949,6,343,5,2.0,1.7
KIF1B,6,343,6,2.0,1.7
KIF1C,6,343,3,1.3,1.7
KIR2DL2,6,343,1,1.0,1.7
KIR2DL5A,6,343,1,1.0,1.7
KIR2DL5B,6,343,1,1.0,1.7
KIR3DS1,6,343,1,1.0,1.7
KLHL34,6,343,1,1.0,1.7
LAMC1,6,343,4,1.7,1.7
LGALS3,6,343,8,2.8,1.7
LMAN2,6,343,2,1.3,1.7
LRBA,6,343,1,1.0,1.7
LRRC14,6,343,1,1.0,1.7
LRRC45,6,343,1,1.0,1.7
LZTS2,6,343,10,3.2,1.7
MAD2L1,6,343,6,1.8,1.7
MAGEA1,6,343,2,1.7,1.7
